Tipo de documento,CUFE/CUDE,Folio,Prefijos,Fecha Emisión,Fecha Recepción,NIT Emisor,Nombre Emisor,NIT Receptor,Nombre Receptor,IVA,ICA,IPC,Total,Estado,Grupo
Factura electrónica,79aec904fdd30963989358f48e6547c07251f6dffb917513b5c6d068f10048fbff9e7fdaeb5c984a226eb474a9987de6,668490,,03-02-2023,03-02-2023 22:09:04,900915647,CARTAGENA CONTAINER TERMINAL OPERATOR S.A.S.,900673912,SNF COLOMBIA S A S,52263,0,0,327329,Aprobado con notificación,Recibido
Factura electrónica,b046da204532cfacbc87380cf415e4db08081f9ffd45af685a6a28dddbc7952c68b5781117644bb910476d9567bdb7f8,668491,,03-02-2023,03-02-2023 22:10:28,900915647,CARTAGENA CONTAINER TERMINAL OPERATOR S.A.S.,900673912,SNF COLOMBIA S A S,0,0,0,250000,Aprobado con notificación,Recibido
Factura electrónica,44159ee59d8fe44448573626975d1706d583e8505e8c10a0d5f21b7286280341bd1aab4989ebd291e9bf7e57c09fd246,668494,,03-02-2023,03-02-2023 22:23:19,900915647,CARTAGENA CONTAINER TERMINAL OPERATOR S.A.S.,900673912,SNF COLOMBIA S A S,52263,0,0,327329,Aprobado con notificación,Recibido
Factura electrónica,fc310c8fcc5601d6fdce644bd4f3b5c11996a5ec9e4f44680386d9bdc93baab6f0c4d2dddd9aca3392328b93365c2c07,7220,ETR,03-02-2023,03-02-2023 21:41:05,900220423,Zona logistica S.A.S,900673912,SNF COLOMBIA S A S,0,0,0,360881,Aprobado con notificación,Recibido
Factura electrónica,d606efb7f28d9d15b1482998701090c05593e23856fc123c36b5512a93a045f9d82c16f72fd99649ca3ea94fee24425f,7221,ETR,03-02-2023,03-02-2023 21:41:45,900220423,Zona logistica S.A.S,900673912,SNF COLOMBIA S A S,0,0,0,394876,Aprobado con notificación,Recibido
Nota de crédito electrónica,71ecfb4f3d00cc0c34fb6e96c21aa2550fc26cd22f8a065da3625a0940b223dd88c3e4d3b6071a8fed190b143baca1fd,2845,RVNC,03-02-2023,03-02-2023 19:57:16,900220423,Zona logistica S.A.S,900673912,SNF COLOMBIA S A S,402790.5,0,0,2522740.5,Aprobado con notificación,Recibido
Factura electrónica,0271a141c0a2d0fe2b782bd8644fc9f7925f6ca1225a542b2b4205a34ec78fd8109fba7139f63447be66802b9a70881d,7218,ETR,03-02-2023,03-02-2023 19:20:08,900220423,Zona logistica S.A.S,900673912,SNF COLOMBIA S A S,402790.5,0,0,2522740.5,Aprobado con notificación,Recibido
Factura electrónica,45ae83530491bcbae55268ea6927e6ba9cca61daea25aa1b016cd9e6897ce610b0efd473672895e006845ba2b7444f57,32608,BOG3,03-02-2023,03-02-2023 17:03:27,900265584,MAREAUTO COLOMBIA S.A.S.,900673912,SNF COLOMBIA S A S,741702.12,0,0,9694897.46,Aprobado con notificación,Recibido
Factura electrónica,b5bc1ebdc2d5b58f9512dd2ebc08c5bb95bf249091c05fba51842afd75e79217032b32b97ec130cf0b3e2bda9d63563d,2703829,FLYP,03-02-2023,07-02-2023 03:09:16,900219834,F2X S.A.S.,900673912,SNF Colombia SAS,0,0,0,19200,Aprobado con notificación,Recibido
Factura electrónica,cb0ce9fdb6710b9f92ab316c0c13270d8153e52e4a2dc54cf23501394b6e474c9e5e38232c3ddbf16602646bd78a6b74,10787,FEES,03-02-2023,03-02-2023 21:54:16,800189760,LA GLORIETA LTDA,900673912,SMF COLOMBIA,0,0,0,24693,Aprobado con notificación,Recibido
Factura electrónica,b032b57071058b2edb030d7a9019642f555f838369cc4cee31e12c69cf09e5aadd7dd5a6f8473f7836c8431bcdadeb5c,6009982,FESP,03-02-2023,03-02-2023 15:34:54,800116164,TERMINAL DE CONTENEDORES DE CARTAGENA CONTECAR S.A,900673912,SNF COLOMBIA SAS,532931,0,0,3468870,Aprobado con notificación,Recibido
Factura electrónica,8f6af094abe5585951040ca1d022957964ed78aab6e83a9897ebfe99de7d14cc78db4edcdcc33e5399006bc886d43a5d,6009981,FESP,03-02-2023,03-02-2023 15:34:53,800116164,TERMINAL DE CONTENEDORES DE CARTAGENA CONTECAR S.A,900673912,SNF COLOMBIA SAS,15200,0,0,95200,Aprobado con notificación,Recibido
Factura electrónica,3802de07fda261cd0b482886b7ecdadc5d90c412e5166e842195a3f8ad53c7f609bf9943fd7bcbecd359d68b3a8f4688,2571109,OE,03-02-2023,03-02-2023 15:03:58,835000149,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,900673912,SNF COLOMBIA SAS,0,0,0,1125250.8,Aprobado con notificación,Recibido
Factura electrónica,cb860c0d003f5862759ea3eedfb75172ab35f9b4e52adbabfde1e6ad5d8bf9f808d831b8154563e8a7ca2a37c54498b6,215,V279,03-02-2023,03-02-2023 13:49:52,900017447,FALABELLA DE COLOMBIA S A,900673912,SNF COLOMBIA SAS,123165,0,0,771400,Aprobado con notificación,Recibido
Factura electrónica,59a1d55e336c90924c837adb3d319eab3ac2ecf280d05035f9b2644e50127242f01f1a3148e2f10c7e7236534ef3008a,1025,CCA,03-03-2023,03-03-2023 16:11:51,900531861,CCA CONTADORES CONSULTORES ASESORES SAS,900673912,SNF COLOMBIA SAS,2815556.8,0,0,17634276.8,Aprobado con notificación,Recibido
Factura electrónica,10960cc9901224d2e438c8d73271a0daf5186e339bb3c953fe9d09506590953deb1a08e2b677fd28726aa86c143b0d05,6351,E039,03-03-2023,03-03-2023 13:39:55,890304099,HOTELES ESTELAR S.A.,900673912,SNF COLOMBIA SAS  ,563160,0,0,3527160,Aprobado con notificación,Recibido
Factura electrónica,4b1acab6c5992f08c673d8fb8f92956c07779336235f6a2fdaf65e0916763c480a14c979a8c55051e769eca758036a14,3333,FE,03-03-2023,03-03-2023 23:12:06,830090578,MU?OZ ABOGADOS S.A.S,900673912,SNF COLOMBIA SAS,555750,0,0,3480750,Aprobado con notificación,Recibido
Factura electrónica,b4729be551e8c85c3802b3cd8498ef4bf9cbad2d26d4f9458babeffdd0a6ecf63d0218f248633bb47945da1bf05db8d0,3334,FE,03-03-2023,03-03-2023 23:18:44,830090578,MU?OZ ABOGADOS S.A.S,900673912,SNF COLOMBIA SAS,190000,0,0,1190000,Aprobado con notificación,Recibido
Factura electrónica,4ec37acef8fa8a1d8b08eb33b0a0f10682edfd29d0df101b3f5bdcb16d10bf86b67cc7f8239890bd26d5680386c72b09,32828,BOG3,03-03-2023,03-03-2023 13:46:11,900265584,MAREAUTO COLOMBIA S.A.S.,900673912,SNF COLOMBIA S A S,741702.12,0,0,9694897.46,Aprobado con notificación,Recibido
Factura electrónica,a5a9d3e0c4980ce4c1303417500621816fb3f5007848ca282b04d99dc15cf1ee044d0806588379e850e3f2daf1a8d75d,17493,MED1,03-03-2023,03-03-2023 21:50:24,900265584,MAREAUTO COLOMBIA S.A.S.,900673912,SNF COLOMBIA S A S,79420,0,0,497420,Aprobado con notificación,Recibido
Factura electrónica,a5f62762ec1a89618bc3290f220cf27fae1b6aee7299c7651c5594d4d1de8afa6fc425435153ae7c6fa54e3a16d5a9e3,17501,MED1,03-03-2023,03-03-2023 21:50:31,900265584,MAREAUTO COLOMBIA S.A.S.,900673912,SNF COLOMBIA S A S,39710,0,0,248710,Aprobado con notificación,Recibido
Factura electrónica,ea0764522e64fbf831ba07e54733605d207830466728d0c7ab1d7ecca5a8785b837b1f2f9c584b0bbf5ee3f90425fb8d,2587440,OE,03-03-2023,03-03-2023 22:04:47,835000149,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,900673912,SNF COLOMBIA SAS,0,0,0,754838.77,Aprobado con notificación,Recibido
Factura electrónica,5556d1c76c0ee0014c6f266a14ec073c0db12cfb6359ca8e7e61c5c9e590d0c61742189ea521b4605e1b06deef1f69fb,2587435,OE,03-03-2023,03-03-2023 22:04:32,835000149,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,900673912,SNF COLOMBIA SAS,0,0,0,754838.77,Aprobado con notificación,Recibido
Factura electrónica,23c2cbfe1709df21089b052cd967137cc2f364245775964441771b9fc3cc8e48819a80cee828ab43d65f848fe87fef88,2302209,CRA,03-03-2023,03-03-2023 16:12:47,860502609,DHL EXPRESS COLOMBIA LTDA,900673912,SNF COLOMBIA S A S,0,0,0,304762,Aprobado con notificación,Recibido
Factura electrónica,c8b993637b9a9ed37ba6b8e5e0930ffa36992f13c0eae9cefa0a1a4a43173fbcdd9994fd8da794f14a488e19963eea81,6405,LM,03-03-2023,03-03-2023 21:45:50,900390291,LM LOGISTI SAS,900673912,SNF COLOMBIA SAS,0,0,0,330000,Aprobado con notificación,Recibido
Factura electrónica,3ca422c3b9d97d8dbe6fb164e2e7cf9ccf74fe520136cc271a1758abf06697121e985d407c639968a2c2cd99d057eee1,6407,LM,03-03-2023,03-03-2023 21:51:35,900390291,LM LOGISTI SAS,900673912,SNF COLOMBIA SAS,0,0,0,320000,Aprobado con notificación,Recibido
Factura electrónica,eab2414dabf578f0d19958fca79a45d81ffb619df2bcdd215e870ad7742f4178d5ab7c2679b2a466c17c9f15d7c695c6,22501,B003,03-03-2023,03-03-2023 23:10:48,900606944,ROLCO SHIPPING S.A.S,900673912,SNF COLOMBIA SAS,0,0,0,59579,Aprobado con notificación,Recibido
Factura electrónica,1e6310e891514daba47b432141f68017dda816c5da707246e0ff00a1c2bb9822ff9dd412483b77faf0c0352e8344ccce,2965,FVE,03-03-2023,03-03-2023 17:52:16,900264024,FACTOR HUMANO OUTSOURSING S A S,900673912,SNF COLOMBIA SAS,0,0,0,585350,Aprobado con notificación,Recibido
Factura electrónica,0fd056d87e9eec5cf4d132eff0117f362170350321f5e8c357e4c65f81d0fccfbce8ee0818ab248fcdca3534bc2c2977,2221,FE,03-04-2023,03-04-2023 19:05:57,900884628,CR BUREAU PARTNERS SAS,900673912,SNF COLOMBIA S.A.S,493987.84,0,0,3093923.84,Aprobado con notificación,Recibido
Factura electrónica,ab33ef43caefb58f347dadffbccc76f1163822e6cf4bd984def552e304e450677d4f4283a8d60c747865561f59c3273d,3045,MGE,03-04-2023,03-04-2023 19:39:52,900097938,MIGMAR LTDA SERVICIO INTEGRAL EMPRESARIAL,900673912,SNF COLOMBIA S.A.S.,251803,0,0,1792445,Aprobado con notificación,Recibido
Factura electrónica,61ce4ef2012f1d75cfa2e863f0ac99c1e4c2cb8e574c0dd08c9faca3589d7efd11b76f385e02b788fbb610c43e892f02,2600688,OE,03-04-2023,03-04-2023 22:01:06,835000149,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,900673912,SNF COLOMBIA SAS,0,0,0,2166699.42,Aprobado con notificación,Recibido
Factura electrónica,f9a414c0caee7a1fdbadae3dd20c97e655e0fbb3e00289796fa1f826e3d2cf9564c9c15890cb6990f67d7fa42db38fb1,2974926,FLYP,03-04-2023,05-04-2023 00:43:31,900219834,F2X S.A.S.,900673912,SNF COLOMBIA SAS,239.5,0,0,20700,Aprobado con notificación,Recibido
Factura electrónica,af0c6aaca3ac8fac4b6880c46d9c0c921670de9f60f14a0f1959748cb2e80f6835feb12bfc9b801b693625158b18e482,4151,FLA,03-04-2023,03-04-2023 20:43:34,900798160,FIOREZONAG  S.A.S,900673912,SNF COLOMBIA  SAS,0,0,0,100700,Aprobado con notificación,Recibido
Factura electrónica,07b54d594d6a5dc87859d71ea5d207228036621601d565504fc62230f7e593f781d64d96e82f2990e6ae593cf9b7cb57,27883,BUN,03-04-2023,03-04-2023 19:00:33,860053047,INTERMODAL S.A.S,900673912,SNF COLOMBIA S.A.S.,186575.82,0,0,1168553.82,Aprobado con notificación,Recibido
Factura electrónica,710f4bcafcfbbf38999e5949050428aca75e4a10f347cc5a3b76411e573474b7a6c1ba57331f37da020944c950533b1c,5796,FESI,03-05-2023,03-05-2023 16:48:38,830143150,Software y Servicios Informaticos SAS,900673912,SNF COLOMBIA S A S,184718,0,0,1156918,Aprobado con notificación,Recibido
Factura electrónica,c5114152692d3ec67965d753edfd2dab0c75e8609a8fcc966ff2eecc0b33a12b069f8e0091a9f1c92ef97c378553e73f,33302,BOG3,03-05-2023,03-05-2023 13:00:18,900265584,MAREAUTO COLOMBIA S.A.S.,900673912,SNF COLOMBIA S A S,741702.12,0,0,9694897.46,Aprobado con notificación,Recibido
Factura electrónica,5b245f4a37ec6de9e45a4b654d81d3530b7ef5d3b72b17f45a48f9a4809e78a00d8ecd23ca5dc02215398131733f858d,7973799,SD01,03-05-2023,04-05-2023 03:42:21,860066942,CAJA DE COMPENSACION FAMILIAR COMPENSAR,900673912,SNF COLOMBIA SAS,44800,0,0,940800,Aprobado con notificación,Recibido
Factura electrónica,393fe065880a0d9485379650e9f3372acb96cffed1154246f71296256a422425844338f7d08568f9125d0a3033f04332,6645,LM,03-05-2023,03-05-2023 21:34:25,900390291,LM LOGISTI SAS,900673912,SNF COLOMBIA SAS,0,0,0,1850000,Aprobado con notificación,Recibido
Factura electrónica,1b27aa4759ae0d12e7526865a51c1b4e6e297df325078921de0739408a726804d1f5becd54f39f25775d62223fb02f15,1108040,BOG1,03-05-2023,03-05-2023 17:00:25,860054854,IMPORTADORES EXPORTADORES SOLMAQ S.A,900673912,SNF COLOMBIA SAS,148384.69,0,0,929356.75,Aprobado con notificación,Recibido
Factura electrónica,fdd4efdc93e31d8348744ce7cf536c0f1c0b6f6d10c6b9309313cc875f34a319356024679856e8ffe856b3110c668505,192465,FA,03-05-2023,03-05-2023 17:23:10,860074389,GRUPO EMPRESARIAL OIKOS SAS   ,900673912,SNF COLOMBIA SAS   ,4386656.73,0,0,31366123.73,Aprobado con notificación,Recibido
Factura electrónica,61393d3ea28caa40497d91aeb5a1465ed5a722deb2a8129d61b2a104e6d6b6be69e6926eb35d6d3c0592d16fa05b6d4c,7902,ETR,03-05-2023,03-05-2023 21:34:38,900220423,Zona logistica S.A.S,900673912,SNF COLOMBIA S A S,1609908,0,0,10083108,Aprobado con notificación,Recibido
Factura electrónica,e2e6d1a498762c8697ba3f91c206afaa79edb4c2b77b6f7fcbfa0a8b969449f4460d655eaaa390388528a4b91044b5d6,102740213,,03-05-2023,03-05-2023 16:22:41,800215775,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A.,900673912,SNF COLOMBIA SAS,19700.72,0,0,938751.72,Aprobado con notificación,Recibido
Factura electrónica,522cc9b64cd66af701f70740fabeaffa452b91b5a935013261b567cd529dbf53407251cc9e233361b156a2267ba8a9e5,102740216,,03-05-2023,03-05-2023 16:23:09,800215775,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A.,900673912,SNF COLOMBIA SAS,19700.72,0,0,938751.72,Aprobado con notificación,Recibido
Factura electrónica,a9e8fec923928e1ec93715f34b803f9aacd6e11c275c2da1e6ddd8cb23ff930c4930b57845b03b5e1eca98eb32b75b0c,102740233,,03-05-2023,03-05-2023 16:43:55,800215775,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A.,900673912,SNF COLOMBIA SAS,19700.72,0,0,938751.72,Aprobado con notificación,Recibido
Factura electrónica,171e33dbe4e6fd320625f31f189c973425a73db187fade97dc1b0a01fbd6cef8d513723f752128d05e5871e0e0d788d2,102740225,,03-05-2023,03-05-2023 16:38:18,800215775,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A.,900673912,SNF COLOMBIA SAS,19700.72,0,0,938751.72,Aprobado con notificación,Recibido
Factura electrónica,07a386c1d0960dd9663c1be3a95d69e01d9224595a43b64e54f99fb534ddc1dafd1eff825348b5e21ff50a81a3d0475c,3116087,FLYP,03-05-2023,04-05-2023 20:34:44,900219834,F2X S.A.S.,900673912,SNF COLOMBIA SAS,0,0,0,28400,Aprobado con notificación,Recibido
Factura electrónica,c14ba4c4f22b402144ddfa5d602988682ff5a4bd77afe3de972dad8e0396b32d4648b9bdc909e7fb1c255aada91bfb99,3121138788,S,03-05-2023,03-05-2023 22:17:39,800153993,COMCEL S.A.,900673912,SNF COLOMBIA SAS,380,0,0,2380,Aprobado con notificación,Recibido
Factura electrónica,c6587845ee2ab56661c81b3080eda9ef3cda9e4361c3a0447a6e2cffde19a40065eef4255e1b10784b3d881155f79ece,112414,A002,03-05-2023,03-05-2023 22:07:54,860512330,Servientrega S.A.,900673912,SNF COLOMBIA SAS  MARCOS AYALA  ,0,0,0,13000,Aprobado con notificación,Recibido
Factura electrónica,0f80e03d058931d48cdb21e0e80ada735e7fca757bc944f6f92985979f4626f6e6cf2e66c47eae38249df87c596b72ec,33552,BOG3,03-06-2023,05-06-2023 15:59:25,900265584,MAREAUTO COLOMBIA S.A.S.,900673912,SNF COLOMBIA S A S,896301.11,0,0,11705018.51,Aprobado con notificación,Recibido
Factura electrónica,b859ba0c95336062c0da8c5f20ddb209f528810f9da2d1c1a450ec9cf0ffbf1325a7eabbea699aba353c691222f75df2,3263099,FLYP,03-06-2023,05-06-2023 22:50:05,900219834,F2X S.A.S.,900673912,SNF COLOMBIA SAS,239.5,0,0,39900,Aprobado con notificación,Recibido
Factura electrónica,7f798c0ed0130b81ca5e8c21f53564662fc45756cdaff229f565e3abf08db2a41a7fc33adffd3fd374a18247155c7032,633,FLRA,03-06-2023,03-06-2023 16:07:19,900612539,LOGISTICA & OPERACIONES DE COMBUSTIBLES S.A.S.,900673912,SNF COLOMBIA S A S,0,0,0,149567,Aprobado con notificación,Recibido
Factura electrónica,85ef0e8ae0b31bcd549c96ad714d109e75497df26229189249f7fb3486341f625d61995af0894e4dc2bca7f3d49ec1e7,33777,BOG3,03-07-2023,04-07-2023 18:23:55,900265584,MAREAUTO COLOMBIA S.A.S.,900673912,SNF COLOMBIA S A S,1183248.18,0,0,15495103.72,Aprobado con notificación,Recibido
Factura electrónica,b72cd9499f3ed8a05c939e3c054a6c3d3bf69e82f9ec4bdcf0c8f7ea88d0049214ff76df12242153c24f9f0e2644fccd,3410352,FLYP,03-07-2023,04-07-2023 23:03:48,900219834,F2X S.A.S.,900673912,SNF COLOMBIA SAS,0,0,0,9600,Aprobado con notificación,Recibido
Factura electrónica,d94c8d71f5fe726aa7178c02a172677f7088ae58b9849561dd46cbf03e3be97b2f8625c029bd45c768f360cca736a347,3564074,FLYP,03-08-2023,04-08-2023 20:48:19,900219834,F2X S.A.S.,900673912,SNF COLOMBIA SAS,0,0,0,19200,Aprobado con notificación,Recibido
Factura electrónica,4fe77d434bb7bfa1932aa1cb91e1e9a0b523fea00612f2be3958147897c06823b1526769c20034117c832d89b00ce625,253,OW58,03-08-2023,03-08-2023 15:12:20,890900608,ALMACENES EXITO S A,900673912,SNF COLOMBIA,0,0,0,21500,Aprobado con notificación,Recibido
Factura electrónica,e2ef121ad1f2480d39b05bbadf00e4fbc04023aea2eed180e4a1c943bd0675bf45d2bcd8166a425bdc36109da6d225c2,591,FE4I,03-08-2023,03-08-2023 12:39:26,901623066,FAESGO S.A.S,900673912,SNF COLOMBIA S A S,0,0,0,100000,Aprobado con notificación,Recibido
Factura electrónica,849af38e0fd7919ba6dff0d80502396163e3421244b281b93839a45a37caf3147786572ba7d5500d6bca3e992bbd0b90,2494,FE,03-08-2023,03-08-2023 19:25:01,900884628,CR BUREAU PARTNERS SAS,900673912,SNF COLOMBIA S.A.S,493987.84,0,0,3093923.84,Aprobado con notificación,Recibido
Factura electrónica,f963d6115f3468f5098191934b6c1cd554cad8da8a96b9c9dc90ebba3a0e32a225a50427af2db4421faa118cfc533632,2495,FE,03-08-2023,03-08-2023 19:28:56,900884628,CR BUREAU PARTNERS SAS,900673912,SNF COLOMBIA S.A.S,493987.84,0,0,3093923.84,Aprobado con notificación,Recibido
Factura electrónica,dedbc5f36d2c05ebd11246492320723820b9fdd697205b14b018cb2022a0604516e716bd13f2f0e7284ff2bcfd1dcb0b,34025,BOG3,03-08-2023,03-08-2023 16:32:59,900265584,MAREAUTO COLOMBIA S.A.S.,900673912,SNF COLOMBIA S A S,1183248.18,0,0,15495103.72,Aprobado con notificación,Recibido
Factura electrónica,08803cb9474a13432eeaa553f39105f6e5eb7a25a2a9a70c64d223040c24a0e856c08831b02a18f7b24187f7b310e0ee,11043,A,03-08-2023,03-08-2023 21:40:32,900096048,OCHS SAS CHEMICAL PRODUCTS,900673912,SNF COLOMBIA S A S,1995000,0,0,12495000,Aprobado con notificación,Recibido
Factura electrónica,31d386d96e8b1485d853f1c51243e4469f1a951f114b33ff98260fffdb6a3fe4cf47cf910cf0c3714433ecec05b1da97,28392,B003,03-08-2023,04-08-2023 12:57:27,900606944,ROLCO SHIPPING S.A.S,900673912,SNF COLOMBIA SAS,28.5,0,0,285.5,Aprobado con notificación,Recibido
Factura electrónica,c53effcc856f251afb0e2a8da1ae60705e5fda795bd150476540a5d16bd556102c6f407dd5c83017885b1b69a360a22d,6898,LM,03-08-2023,03-08-2023 20:56:50,900390291,LM LOGISTI SAS,900673912,SNF COLOMBIA SAS,0,0,0,320000,Aprobado con notificación,Recibido
Factura electrónica,b7f36a9df82b6986c5d9618022fadd7fb2358d5f5893e50345fa90b268611ac45674a8e1fb5240d1e83fc93fdb6078f0,6899,LM,03-08-2023,03-08-2023 21:04:30,900390291,LM LOGISTI SAS,900673912,SNF COLOMBIA SAS,0,0,0,640000,Aprobado con notificación,Recibido
Factura electrónica,557b6548807e882c96eea0d678c809c75c02dd97ed6ad24fc0aa5844345e50cc8c84cac043f6e7c2929dcb01c9fa74fb,170967,FPP,03-08-2023,03-08-2023 22:21:38,900209956,PEOPLE PASS S.A.S,900673912,SNF COLOMBIA S.A.S    ,1058.49,0,0,205579.49,Aprobado con notificación,Recibido
Factura electrónica,5b5d0095bd56a3b39558bdf08478b9d54058fe152fc4bacc650d51113d97c6fe465bce6a4afbe009f8bd6df75590d277,170963,FPP,03-08-2023,03-08-2023 22:15:38,900209956,PEOPLE PASS S.A.S,900673912,SNF COLOMBIA S.A.S    ,1171.92,0,0,227619.92,Aprobado con notificación,Recibido
Nota de crédito electrónica,515066539096a011a2f9d09963812abe4f52838c82fdfe3615d607b93105e7ea221de643dadeaa9d06199ac45ae2ee99,77,NCE,03-08-2023,03-08-2023 22:13:23,900884628,CR BUREAU PARTNERS SAS,900673912,SNF COLOMBIA S.A.S,493987.84,0,0,3093923.84,Aprobado con notificación,Recibido
Factura electrónica,04011d8f5a96a42d9022692d5ffa0e1f55cb1da4fdb516fbbf05fca78df72c9b71da090baffe04ed336627a9f5312d60,170959,FPP,03-08-2023,03-08-2023 22:09:41,900209956,PEOPLE PASS S.A.S,900673912,SNF COLOMBIA S.A.S    ,3969.86,0,0,771063.86,Aprobado con notificación,Recibido
Factura electrónica,3bffdcf78edff14f21993e82cf85801dfa3ef7a4f36bedc60faac719273a7f89464d93cf86688e84fc3c6435c26f04ab,170936,FPP,03-08-2023,03-08-2023 21:35:09,900209956,PEOPLE PASS S.A.S,900673912,SNF COLOMBIA S.A.S    ,3637.17,0,0,706457.17,Aprobado con notificación,Recibido
Factura electrónica,aef32d222b306312cbd6e3ac6fde22858d301e04daec08c9058fabe99ba951e8c000fb453d28e294667916fcfb4d60fb,32280,BUN,03-08-2023,03-08-2023 17:55:39,860053047,INTERMODAL S.A.S,900673912,SNF COLOMBIA S.A.S.,54357.1,0,0,340447.1,Aprobado con notificación,Recibido
Factura electrónica,5942f13857f3bcd389d0a851bbeb6e18aff05f126780dc2eb2cc3beb8d6053304413f45bac77ab9c4ddced9a6994766c,32268,BUN,03-08-2023,03-08-2023 15:41:28,860053047,INTERMODAL S.A.S,900673912,SNF COLOMBIA S.A.S.,54357.1,0,0,340447.1,Aprobado con notificación,Recibido
Factura electrónica,38ebc109d4d0832aeeb8996cfc994ab555962cf034a4d813385b7de9b9a37fd3fee2c97272c736a4908bfc06accbe7ce,6144,FENC,03-08-2023,03-08-2023 11:02:17,900078103,COMBUSTIBLES H Y R LTDA.,900673912,SNF COLOMBIA,0,0,0,115873,Aprobado con notificación,Recibido
Factura electrónica,80d561f80357a6bffd3d3eeff4767bae0ab54e7090c699186077b8a2772f4a33dc9dfe336324eb0431ead6c7af3c09fa,3722399,FLYP,03-09-2023,05-09-2023 18:18:48,900219834,F2X S.A.S.,900673912,SNF COLOMBIA SAS,0,0,0,38400,Aprobado con notificación,Recibido
Factura electrónica,c129a837cc3dde4053642c09f423c2f3b7128bad4c0e8c2455a791838a13443fb49a75ae125cffd8fdb3e75dfdaff210,199174,FA,03-09-2023,04-09-2023 02:56:25,860074389,GRUPO EMPRESARIAL OIKOS SAS   ,900673912,SNF COLOMBIA SAS   ,4386656.73,0,0,31916323.73,Aprobado con notificación,Recibido
Factura electrónica,f48526d962995a2a1dbed3cff6487d6a2d7cc79925039df9e86210d1f2d508c472e2da80f4f77c9fd78b0ad49c783973,34256,BOG3,03-09-2023,04-09-2023 13:39:20,900265584,MAREAUTO COLOMBIA S.A.S.,900673912,SNF COLOMBIA S A S,1183248.18,0,0,15495103.72,Aprobado con notificación,Recibido
Factura electrónica,4a364e3adea2f1335b1183ec1b63974cc1d58b54a7224e52d7ae7e33335944699fce8a7399eec32c1ab6e0ec3668a705,382,PRIS,03-09-2023,03-09-2023 18:19:16,900149480,NVERSIONES MONTOYA PINEDA S.A,900673912,Snf,0,0,0,139454,Aprobado con notificación,Recibido
Factura electrónica,96297ec1eeb20a604a9ef89ecc9e21af4f378b32b1b45771ab9a3946a2e8e03e803f37aa312f53a19c9615557a16a3a3,3879419,FLYP,03-10-2023,04-10-2023 16:38:37,900219834,F2X S.A.S.,900673912,SNF COLOMBIA SAS,239.5,0,0,30200,Aprobado con notificación,Recibido
Factura electrónica,d2323a80655bb991133d6de13c1901d13f43b7e0ab05c24c445c1af4a84d6cb9046bedc92070dab2239d9f290d013811,2634,FE,03-10-2023,03-10-2023 19:08:13,900884628,CR BUREAU PARTNERS SAS,900673912,SNF COLOMBIA S.A.S,493987.84,0,0,3093923.84,Aprobado con notificación,Recibido
Factura electrónica,4e28e7aced71bc01ce3ab45fb20711737a75b67e4c25c152bf46e4eb8b5d841e35c51d4fce5f0d80d5704bf5889a5a90,6434,FESI,03-10-2023,03-10-2023 15:44:11,830143150,Software y Servicios Informaticos SAS,900673912,SNF COLOMBIA S A S,184718,0,0,1156918,Aprobado con notificación,Recibido
Factura electrónica,8b508b2207c57cebe23d9353cd2f274699ff4990a9f516466768b6a315c9a104241668517b9a6275cc593fe502226a8f,34500,BOG3,03-10-2023,03-10-2023 13:15:28,900265584,MAREAUTO COLOMBIA S.A.S.,900673912,SNF COLOMBIA S A S,1183248.18,0,0,15495103.72,Aprobado con notificación,Recibido
Factura electrónica,946e91ff8c996e5e6e4c2ec3ce64792579df8b5988ea31cb1cd5ed851998bbd9de57c30d79341d7e44124ac4498e731b,201005,FA,03-10-2023,03-10-2023 17:58:22,860074389,GRUPO EMPRESARIAL OIKOS SAS  ,900673912,SNF COLOMBIA SAS   ,4386656.73,0,0,31984923.73,Aprobado con notificación,Recibido
Nota de crédito electrónica,96406140fb252f8f0ef5e74d1cd99c0501605110ea5f5430523f34af6a123f47d11d9ae14ce0f70166779677c2f9e2d2,145967,,03-10-2023,03-10-2023 23:17:19,835000149,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,900673912,SNF COLOMBIA SAS,0,0,0,102139.25,Aprobado con notificación,Recibido
Nota de crédito electrónica,d0baa29d5524d3af3b5cb32796c1b0dc67e07c376e31575dd842a64547f8d03e3625261dfb0fe39875caf773225b3d43,00021312,,03-10-2023,03-10-2023 23:15:59,860506204,AGENCIA DE ADUANAS CEVA LOGISTICS,900673912,SNF COLOMBIA S.A.S,108465.87,0,0,4378874.7,Aprobado con notificación,Recibido
